Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_003927,BORR_003927,325697,4.58,24,9245046,282446,1.88,2.26,615,19349,2022-02-04,1,2.0,5.0,6,115,9392510,637435,-0.1863,325,118,-0.052,-0.4847,2.0,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_003928,BORR_003928,27748,5.98,48,120346,330347,0.72,1.73,625,952591,2023-04-10,0,0.03,5.0,16,5,122609,11572,0.0253,10,63,-0.1315,0.2033,6.4,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_003929,BORR_003929,210740,10.9,36,1781888,148260,2.89,2.7,664,19037,2020-04-18,0,2.0,5.0,24,11,1714245,148079,0.1575,21,69,0.0307,-0.0021,7.5,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_003930,BORR_003930,445653,11.06,84,1292963,106155,3.21,2.21,465,15333,2025-02-04,0,2.0,5.0,39,25,1349663,106087,-0.0548,14,1,0.0906,0.0325,7.3,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_003931,BORR_003931,1610486,12.52,36,1027255,63663,3.81,3.42,585,28355,2025-04-19,0,2.0,1.03,3,8,994504,95944,0.0495,24,19,0.1934,-0.2636,6.5,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_003932,BORR_003932,616156,8.43,84,1256110,55142,1.93,3.22,478,30599,2022-04-29,0,2.0,4.73,15,24,1271529,87743,0.0377,12,80,0.1165,-0.108,4.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003933,BORR_003933,509543,11.95,48,2249439,22298,1.4,3.36,483,22596,2021-06-17,0,2.0,1.42,43,7,2187056,217271,-0.0713,29,80,0.1013,-0.0393,3.6,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_003934,BORR_003934,178105,11.52,120,2092893,183634,3.74,0.8,507,18898,2022-09-10,0,2.0,5.0,33,11,2052545,179001,0.0311,3,28,0.0172,0.0362,7.0,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_003935,BORR_003935,291404,14.6,60,969523,403674,3.0,1.7,665,45695,2021-04-13,0,2.0,5.0,25,22,974027,70891,0.1704,21,8,0.0566,-0.0548,5.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003936,BORR_003936,1060506,6.37,60,2796613,33248,0.72,2.49,575,72099,2024-12-31,1,2.0,1.43,40,120,2773455,247675,0.0287,282,39,-0.0595,-0.3701,5.1,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_003937,BORR_003937,22044,10.07,24,912990,908545,2.53,1.63,644,73913,2020-04-14,0,0.3,5.0,56,7,881968,81240,0.054,25,39,-0.1499,-0.1127,6.8,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_003938,BORR_003938,96359,10.62,48,1345324,21068,0.6,2.57,657,4395,2023-01-01,0,2.0,5.0,6,13,1301054,105356,-0.0858,12,54,-0.0319,0.1862,4.2,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_003939,BORR_003939,51079,14.99,24,4825089,494194,1.29,2.73,536,19225,2020-10-31,0,2.0,5.0,27,14,4785593,456486,0.3153,10,12,-0.0827,0.0417,4.9,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003940,BORR_003940,287428,6.21,36,4995251,54221,0.75,2.48,532,37381,2020-07-17,1,2.0,5.0,34,68,5123770,367328,-0.0227,181,44,-0.0895,-0.1553,5.7,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_003941,BORR_003941,1030271,9.76,48,4228408,661794,1.22,2.04,561,56064,2023-06-22,0,2.0,5.0,29,29,4396683,333977,-0.2302,24,72,0.1576,-0.1298,4.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_003942,BORR_003942,66472,7.81,60,351501,438825,2.21,2.68,646,75511,2020-03-16,0,0.88,5.0,18,2,336883,23508,0.149,25,25,-0.0616,-0.4381,7.9,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_003943,BORR_003943,4512,9.78,12,2005815,5099628,1.55,2.91,742,10932,2020-03-04,0,0.41,5.0,56,18,1984373,146240,0.0028,13,40,-0.2768,-0.0735,7.7,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_003944,BORR_003944,87699,6.55,48,2092317,72381,0.81,2.68,419,49972,2024-12-27,0,1.75,5.0,6,16,2008675,149895,-0.0255,21,41,-0.0395,-0.125,5.9,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_003945,BORR_003945,640632,4.52,48,10030436,8887,2.19,2.99,744,779534,2023-02-26,0,0.82,0.56,33,17,9545557,928347,-0.0618,2,77,0.1196,0.0574,5.2,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_003946,BORR_003946,364559,10.3,12,3114028,13930,2.98,3.36,722,26529,2023-12-03,0,2.0,0.5,49,8,3164387,219198,0.3008,17,60,0.0745,0.4979,4.7,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_003947,BORR_003947,309365,7.69,48,566674,124500,0.69,1.08,558,6632,2020-08-18,0,2.0,5.0,4,29,572479,46321,0.0732,2,61,0.0614,0.1093,7.9,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_003948,BORR_003948,106938,6.0,60,760610,201522,3.59,3.25,633,310017,2023-01-29,0,0.34,5.0,29,13,734978,62041,0.1025,5,67,-0.0236,0.4154,6.3,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_003949,BORR_003949,23895,7.56,12,56896,64040,2.79,1.54,655,55712,2021-10-21,0,0.43,5.0,7,23,55381,5351,0.0444,25,20,-0.1435,0.0903,8.2,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_003950,BORR_003950,352547,4.54,60,1096266,261284,2.32,2.32,644,26674,2023-10-08,1,2.0,5.0,10,121,1044051,104324,-0.3023,92,46,-0.1249,-0.0493,9.0,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_003951,BORR_003951,46563,14.45,48,772105,519937,1.89,3.34,629,476733,2023-09-26,0,0.1,5.0,40,27,797966,73237,0.2298,23,42,-0.0901,0.0572,7.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003952,BORR_003952,4308692,10.39,60,640749,347756,1.88,2.47,717,691,2023-09-29,0,2.0,3.19,14,21,671164,66462,-0.0176,27,20,0.2721,0.2721,8.2,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_003953,BORR_003953,382988,12.96,24,471862,154581,1.67,1.03,566,29041,2020-07-19,0,2.0,5.0,58,3,454660,42239,-0.1985,20,28,0.0785,0.2794,6.1,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_003954,BORR_003954,68120,8.65,60,7606424,54194,0.91,2.15,702,5332,2022-01-21,0,2.0,5.0,20,27,7402172,731137,0.1502,16,54,-0.0597,-0.0813,6.1,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_003955,BORR_003955,65050,13.94,12,47794,480082,0.78,3.21,642,530670,2021-01-26,0,0.12,5.0,54,1,49554,4471,0.0945,0,57,-0.0634,0.043,4.9,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_003956,BORR_003956,141574,9.32,36,262327,981066,1.58,1.91,570,24928,2022-04-11,1,2.0,5.0,54,37,273514,18961,-0.1045,356,92,-0.2641,-0.3915,3.2,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_003957,BORR_003957,113635,10.31,24,21084043,74492,2.83,3.09,601,7703,2021-09-01,0,2.0,5.0,33,4,20914585,1674505,0.0906,6,44,-0.0187,0.1287,5.7,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_003958,BORR_003958,869132,9.41,84,3917249,35505,1.51,2.94,430,5613,2023-07-19,1,2.0,2.07,10,85,3741216,330049,0.0216,360,83,-0.111,-0.1454,2.9,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_003959,BORR_003959,215264,12.07,60,1735961,730040,3.34,3.25,745,290847,2020-09-03,0,0.74,5.0,52,2,1656001,129759,0.0231,28,8,0.0324,0.011,7.4,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_003960,BORR_003960,54314,10.23,12,1195828,247186,1.83,1.51,594,992538,2023-10-31,0,0.05,5.0,11,0,1204671,91289,0.0002,3,84,-0.0778,-0.0951,4.7,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_003961,BORR_003961,2773612,6.99,12,595876,240887,2.71,2.14,593,44654,2021-11-25,0,2.0,0.97,35,12,589493,50645,-0.0687,9,65,0.2369,0.059,5.9,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_003962,BORR_003962,175248,5.6,36,259958,1521021,2.01,1.71,560,62672,2022-11-15,0,2.0,5.0,38,11,247704,24221,0.1984,4,1,0.0159,0.0676,5.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003963,BORR_003963,515689,10.67,24,1869489,15812,2.24,2.24,744,25878,2024-09-24,0,2.0,0.61,35,20,1885052,127868,-0.1918,7,36,0.1023,0.0172,8.1,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_003964,BORR_003964,65359,9.38,48,3139626,123556,1.38,0.85,588,220563,2023-01-13,0,0.3,5.0,55,3,2986193,275648,0.3741,25,36,-0.063,0.0318,6.9,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_003965,BORR_003965,280596,5.06,60,523547,265932,2.3,1.45,656,22136,2024-06-24,0,2.0,5.0,27,0,538592,48881,0.1516,24,68,0.0536,-0.0211,6.9,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_003966,BORR_003966,259539,8.35,84,135919,2234061,0.89,3.43,480,15907,2022-04-24,0,2.0,5.0,14,14,133288,13168,-0.2467,12,45,0.0473,0.1544,7.1,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_003967,BORR_003967,9561,9.66,120,2670097,152669,1.85,2.43,816,29412,2023-12-06,0,0.33,5.0,3,6,2547341,248850,-0.0136,16,5,-0.2168,0.1154,5.0,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_003968,BORR_003968,3344783,13.1,60,3048870,86816,2.07,1.27,578,151024,2025-03-05,0,2.0,0.94,57,0,3075807,283203,-0.0053,24,47,0.2518,-0.1425,5.7,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_003969,BORR_003969,1128011,4.84,12,3263474,215717,2.96,2.17,497,162140,2021-03-05,0,2.0,2.19,52,26,3230083,271370,0.0788,20,7,0.1649,-0.1466,7.2,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_003970,BORR_003970,89698,7.83,36,994301,420919,1.9,2.68,685,9202,2023-08-26,1,2.0,5.0,21,58,1041411,76518,-0.0861,71,52,-0.0566,0.1108,4.5,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_003971,BORR_003971,31150,13.05,48,90198,766911,2.83,2.43,614,48341,2020-09-09,0,0.64,5.0,56,29,90596,7686,0.0248,9,76,-0.1223,0.1155,4.7,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_003972,BORR_003972,274125,11.13,48,276460,1101319,1.11,2.16,667,1574,2022-04-01,0,2.0,5.0,41,10,270246,24910,0.0018,20,66,0.0517,0.0272,4.8,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_003973,BORR_003973,185358,7.19,48,5626714,13536,0.59,2.62,759,11025,2021-12-12,0,2.0,2.72,18,9,5744559,554478,-0.0906,29,72,0.0204,-0.0915,6.5,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_003974,BORR_003974,277479,13.3,120,237830,60024,2.27,1.25,570,35078,2021-12-25,0,2.0,5.0,59,5,232395,21610,-0.1115,24,67,0.0527,0.0442,7.7,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_003975,BORR_003975,216937,9.43,84,2785515,500105,2.16,1.98,609,15115,2024-09-08,0,2.0,5.0,46,19,2898117,212071,0.1578,7,27,0.033,-0.0446,4.4,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_003976,BORR_003976,347792,9.48,24,353100,228416,2.84,2.83,620,60982,2024-02-09,1,2.0,5.0,31,115,348676,30214,-0.0132,287,100,-0.0276,-0.1063,5.7,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_003977,BORR_003977,1426819,14.74,36,312943,286642,1.6,2.36,552,402598,2023-01-11,0,2.0,5.0,51,25,314503,24449,0.0917,12,15,0.1837,0.055,5.4,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_003978,BORR_003978,381610,14.42,60,10756864,72190,0.6,3.25,678,90120,2020-11-29,1,2.0,5.0,25,35,10273421,688047,-0.1468,258,79,-0.0675,0.0678,3.9,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_003979,BORR_003979,33708,7.94,60,11245016,222540,3.03,2.0,545,603208,2023-05-09,0,0.06,5.0,55,24,11161939,818624,-0.0128,20,74,-0.116,0.0397,6.5,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_003980,BORR_003980,1256504,5.55,36,1462837,120409,3.8,1.16,686,31309,2025-03-09,0,2.0,2.96,27,5,1511456,106468,0.0279,12,54,0.1735,0.2023,6.0,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_003981,BORR_003981,1906771,7.58,60,672295,301621,1.88,0.93,670,41194,2024-07-10,0,2.0,5.0,2,25,692843,65651,0.1945,26,82,0.2069,-0.0804,2.7,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_003982,BORR_003982,18404119,4.34,60,4149325,315259,2.64,2.09,595,168691,2024-09-05,0,2.0,0.84,42,7,4034935,303764,-0.0857,29,85,0.3882,0.0654,4.6,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_003983,BORR_003983,30174,4.23,48,180678,248202,2.41,1.98,578,415867,2023-10-02,0,0.07,5.0,27,9,175728,13382,-0.0702,9,38,-0.1248,-0.0056,4.6,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_003984,BORR_003984,234291,8.35,24,5146940,232701,2.48,1.49,576,130275,2020-05-08,0,1.8,5.0,53,18,5310255,523933,-0.0543,20,75,0.0391,0.069,5.0,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_003985,BORR_003985,7164,14.35,84,13586719,130547,3.54,2.39,706,222814,2022-12-03,0,0.03,5.0,20,19,14171489,1123840,0.1948,0,54,-0.2399,-0.0932,3.7,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_003986,BORR_003986,373145,13.58,60,2414018,1284690,3.08,1.48,761,47611,2024-07-25,0,2.0,5.0,11,1,2316337,155162,0.2138,8,29,0.0764,0.0216,7.8,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_003987,BORR_003987,71517,9.63,24,297939,696808,3.19,1.38,599,11326,2021-06-26,1,2.0,5.0,49,171,296451,22568,-0.0421,128,88,-0.1419,-0.2384,7.7,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_003988,BORR_003988,2914383,10.22,60,7493299,174915,0.82,2.48,568,180390,2022-06-06,1,2.0,2.38,44,107,7371498,520747,0.0715,30,65,-0.1103,-0.282,4.4,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_003989,BORR_003989,50923,4.07,60,1750283,497462,1.01,3.35,621,33958,2022-02-21,0,1.5,5.0,12,14,1815163,127231,0.1428,20,44,-0.083,-0.1944,5.1,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_003990,BORR_003990,12916,6.37,84,1016213,2271924,2.82,1.35,620,56875,2024-03-16,0,0.23,5.0,58,27,973890,67441,0.253,9,63,-0.1927,-0.1887,5.5,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_003991,BORR_003991,80266,4.27,24,375940,50294,2.39,1.29,633,4954,2024-10-01,0,2.0,5.0,24,6,365080,31558,0.0778,18,31,-0.0466,-0.1706,5.7,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_003992,BORR_003992,8406,12.3,120,306272,65680,3.21,2.2,625,1196258,2025-04-09,0,0.01,5.0,14,25,314004,22915,0.0134,5,11,-0.2271,0.0943,6.7,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_003993,BORR_003993,502147,5.6,24,4799686,182005,0.83,1.12,659,190044,2022-02-01,0,2.0,5.0,11,19,4584321,360823,0.1918,6,65,0.1001,-0.2059,6.9,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_003994,BORR_003994,7349,13.56,48,1097535,244602,2.48,1.59,697,429613,2020-10-09,1,0.02,5.0,49,85,1096715,104627,-0.0178,92,35,-0.1997,0.0498,5.1,0,0,0,1,0,0,0,0,0,0,0,1
LOAN_003995,BORR_003995,169852,11.08,60,1083862,81267,2.2,3.48,657,373293,2022-07-10,0,0.46,5.0,41,16,1077587,87081,0.3567,15,70,0.0134,0.0977,5.6,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_003996,BORR_003996,7210,6.52,36,1399041,407330,3.49,3.07,729,67776,2023-09-07,0,0.11,5.0,20,18,1375873,133720,0.1638,3,31,-0.2393,0.0675,6.6,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_003997,BORR_003997,100664,5.73,48,115510,146357,1.16,2.71,739,2656,2022-11-02,0,2.0,5.0,36,8,114292,9516,0.043,3,34,-0.0284,-0.0528,6.1,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_003998,BORR_003998,1914691,10.9,84,1171212,673853,1.72,0.87,598,63627,2022-09-16,0,2.0,5.0,49,26,1174718,93931,-0.1561,17,5,0.2072,0.0336,4.5,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_003999,BORR_003999,279559,13.91,48,1193277,68316,1.03,1.52,623,22527,2021-12-11,0,2.0,5.0,32,6,1152868,105694,-0.0671,17,21,0.0533,0.0211,3.8,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_004000,BORR_004000,44567,11.9,48,7233133,53246,2.08,2.34,664,419800,2024-08-24,0,0.11,5.0,51,25,7285208,503450,-0.1954,6,88,-0.0936,-0.0286,3.3,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_004001,BORR_004001,155312,7.83,24,3246677,126262,3.58,2.72,741,158395,2024-08-23,1,0.98,5.0,51,126,3345841,233035,-0.047,124,95,-0.0436,-0.0461,5.7,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_004002,BORR_004002,167213,10.46,12,280099,133769,2.85,2.6,618,97624,2023-10-02,0,1.71,5.0,27,2,287386,25404,0.1589,4,12,0.0122,0.3403,8.3,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_004003,BORR_004003,330692,7.42,24,750046,50795,3.11,1.3,798,14210,2021-08-21,0,2.0,3.21,40,29,724086,60025,0.0194,20,22,0.0667,0.1264,5.5,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004004,BORR_004004,20946,14.99,120,4220813,186827,0.83,2.06,591,16105,2022-07-24,0,1.3,5.0,44,25,4072767,378823,0.1733,27,43,-0.154,0.3771,9.0,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_004005,BORR_004005,395873,12.24,60,251889,69456,2.08,1.34,582,5672,2023-05-16,0,2.0,5.0,45,25,246049,23918,0.0706,17,8,0.0811,-0.0695,5.5,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_004006,BORR_004006,2816,10.76,120,9204512,1923675,3.44,3.29,524,13099,2020-06-19,0,0.21,5.0,23,2,9076638,722611,-0.0405,6,58,-0.3145,-0.0077,6.8,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_004007,BORR_004007,63270,8.66,12,1145514,150627,3.43,2.31,666,54008,2021-08-21,1,1.17,5.0,22,177,1135027,98233,-0.0662,36,61,-0.1398,-0.3571,5.7,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_004008,BORR_004008,78244,10.8,60,2288616,262722,3.96,1.85,593,18049,2020-03-29,0,2.0,5.0,22,10,2329741,194199,0.0908,28,83,-0.0486,-0.1164,7.2,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_004009,BORR_004009,420832,7.76,12,707665,32210,2.34,3.28,636,90861,2023-03-04,0,2.0,0.85,45,3,676292,67214,0.0409,27,43,0.086,0.2903,3.7,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_004010,BORR_004010,168374,4.32,60,696094,332769,0.51,3.24,614,164334,2022-03-17,1,1.02,5.0,11,178,663702,62633,-0.0877,327,82,-0.0675,-0.2802,6.4,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_004011,BORR_004011,19764,8.35,36,397836,57098,3.65,2.16,648,101751,2023-10-27,0,0.19,5.0,47,8,393535,38195,-0.0954,4,15,-0.1587,0.2929,7.2,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_004012,BORR_004012,37142,14.24,12,7603907,533951,3.85,2.65,699,931380,2020-07-12,0,0.04,5.0,12,5,7753828,582658,-0.0449,18,85,-0.1082,-0.1815,7.0,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_004013,BORR_004013,219261,10.89,48,2446393,21973,3.75,1.66,640,41610,2021-12-29,0,2.0,3.35,40,12,2371395,219158,0.3588,1,73,0.0338,-0.153,5.2,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_004014,BORR_004014,144552,4.92,36,377106,156172,3.2,1.63,627,342029,2020-08-24,0,0.42,5.0,36,28,382442,28880,0.2043,18,83,0.0005,-0.0462,7.4,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_004015,BORR_004015,68276,13.73,60,2804263,623246,1.24,2.28,582,369786,2021-07-01,0,0.18,5.0,36,1,2736912,201504,-0.2011,26,52,-0.0595,-0.0046,8.1,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_004016,BORR_004016,79122,6.96,60,3717548,204496,0.99,3.09,787,8152,2021-12-04,1,2.0,5.0,4,72,3861077,378934,-0.1662,59,98,0.0801,0.1929,6.5,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_004017,BORR_004017,462430,6.68,60,4402823,135680,2.95,2.41,684,112224,2024-10-07,0,2.0,5.0,13,24,4577038,308081,0.0314,11,66,0.0935,0.0726,5.7,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_004018,BORR_004018,74866,7.27,120,1685735,925397,0.99,2.04,522,636727,2022-01-14,0,0.12,5.0,21,17,1651562,163250,0.154,12,41,-0.0521,-0.0574,5.4,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_004019,BORR_004019,142609,10.35,36,1476507,55968,3.84,2.59,574,31835,2024-10-11,0,2.0,5.0,38,19,1436640,102923,-0.058,21,63,-0.0006,-0.015,2.6,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_004020,BORR_004020,4218140,9.99,48,393275,35530,2.06,2.99,729,14965,2023-03-01,0,2.0,0.5,19,4,389786,36632,0.1732,19,7,0.2704,-0.0429,6.7,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_004021,BORR_004021,19234,9.41,60,5944488,41905,0.61,2.93,596,105733,2021-04-06,0,0.18,5.0,44,19,5790247,439271,0.0289,6,72,-0.1608,-0.1322,6.7,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004022,BORR_004022,10119,11.89,48,2676557,44028,1.03,1.8,639,80755,2021-01-07,0,0.13,5.0,46,1,2722696,213341,-0.0045,1,20,-0.2122,-0.1282,7.5,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_004023,BORR_004023,527225,7.48,12,3939975,279367,1.52,3.33,647,2035792,2020-08-10,0,0.26,5.0,22,25,4068443,300625,0.1334,29,59,0.104,0.1592,2.9,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_004024,BORR_004024,58808,12.6,60,125563,110026,2.96,0.84,602,304058,2024-04-06,0,0.19,5.0,37,1,127736,11008,-0.0598,21,33,-0.0714,-0.2692,2.9,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_004025,BORR_004025,100976,5.93,12,3790054,584531,3.08,2.02,687,144348,2022-12-30,0,0.7,5.0,42,24,3912984,306268,-0.023,13,3,-0.0282,0.2476,3.7,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_004026,BORR_004026,50426,12.61,24,1239334,296163,1.25,3.25,625,16617,2023-09-27,0,2.0,5.0,38,24,1226567,108649,0.1205,24,88,-0.0837,-0.0464,7.5,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_004027,BORR_004027,110227,11.3,24,3246719,261642,2.77,2.68,656,5397,2021-10-05,0,2.0,5.0,16,22,3135134,210644,0.0153,25,61,-0.0212,-0.1109,4.3,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_004028,BORR_004028,1790144,11.52,12,285633,17029,0.61,2.7,580,405688,2022-04-11,0,2.0,0.5,22,21,292429,20122,0.3063,4,75,0.2018,0.116,6.5,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_004029,BORR_004029,542092,9.3,12,10594009,342560,0.86,1.22,472,113550,2021-06-17,0,2.0,5.0,33,10,10446195,731115,0.1241,19,1,0.1063,0.2278,5.4,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004030,BORR_004030,593228,11.34,12,549963,825957,2.37,2.37,576,53438,2024-09-21,0,2.0,5.0,14,2,559382,45104,0.1143,29,49,0.1135,0.1726,7.1,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_004031,BORR_004031,19451,4.88,36,4790535,186186,2.96,3.41,590,61537,2023-01-27,0,0.32,5.0,10,4,4680661,439170,0.0126,24,75,-0.1599,0.0803,5.4,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_004032,BORR_004032,28948,13.37,36,940679,46319,3.7,1.37,648,152784,2020-10-22,1,0.19,5.0,18,46,901286,86769,-0.1174,320,112,-0.2277,-0.3049,6.4,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_004033,BORR_004033,2301,4.61,24,11076696,21634,2.03,1.68,700,22676,2022-11-09,0,0.1,5.0,16,3,11622313,869663,-0.0284,11,84,-0.3307,-0.2525,5.6,0,0,0,1,0,0,0,0,0,0,0,1
LOAN_004034,BORR_004034,48335,5.64,60,1719015,594077,0.92,1.85,689,1669,2025-04-12,0,2.0,5.0,26,25,1659915,142441,0.0624,3,36,-0.0871,-0.0733,6.0,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_004035,BORR_004035,683549,10.34,24,11544121,185861,3.75,1.77,693,21841,2021-07-30,0,2.0,5.0,34,0,12107960,1117308,-0.1174,16,54,0.1248,-0.1317,5.4,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_004036,BORR_004036,353422,12.13,12,1105688,27795,2.03,2.49,569,49870,2021-01-17,0,2.0,0.84,14,1,1158460,88383,0.1759,15,17,0.072,0.1887,6.1,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_004037,BORR_004037,116742,4.84,36,316340,267416,2.24,1.43,604,11782,2020-08-28,0,2.0,5.0,42,25,325634,26148,0.0636,24,23,-0.0166,-0.0525,4.5,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_004038,BORR_004038,157400,14.13,36,1715723,158220,3.49,2.17,650,57307,2023-03-20,0,2.0,5.0,37,1,1743075,146649,0.3174,9,29,0.0073,0.1318,4.3,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_004039,BORR_004039,57911,14.71,36,1024921,1284723,2.55,1.88,801,1440740,2022-11-24,0,0.04,5.0,35,1,1032895,73503,0.3788,2,16,-0.0727,0.0854,4.5,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_004040,BORR_004040,221269,10.67,36,582494,57142,1.56,2.54,850,54092,2024-02-26,1,2.0,5.0,33,173,603819,40777,-0.0566,73,31,0.0074,0.0669,6.3,0,0,0,0,0,0,0,0,0,0,0,0
